dataset,task,n,d_enc,model,track,fold,auc,acc,fit_s,lat_us,size,params
letter,multi,20000,16,L1-GAM,tuned,2,0.9931274111120594,0.8514851485148515,50.35498476028442,1.472358119906229,2402,"{""C"": 1.0, ""n_bins"": 16}"
satimage,multi,6430,36,LogReg,default,0,0.9749625058360668,0.8507462686567164,0.7663800716400146,0.13155278874867,222,{}
satimage,multi,6430,36,LogReg,tuned,0,0.9744000556103272,0.8526119402985075,0.656745433807373,0.1264374647567521,222,"{""C"": 10}"
satimage,multi,6430,36,DecisionTree,default,0,0.9292504983799204,0.7803171641791045,0.0196409225463867,0.0445922808860664,31,"{""max_depth"": 4}"
satimage,multi,6430,36,DecisionTree,tuned,0,0.9425604231570912,0.8059701492537313,0.0236108303070068,0.0453706997544018,31,"{""max_depth"": 5, ""min_samples_leaf"": 50, ""ccp_alpha"": 0.001}"
satimage,multi,6430,36,RandomForest,default,0,0.9894620940440202,0.9109141791044776,0.4674158096313476,20.04072737337938,206096,"{""n_estimators"": 300}"
satimage,multi,6430,36,RandomForest,tuned,0,0.9894256950978751,0.9109141791044776,0.6368918418884277,29.76306783619212,273040,"{""n_estimators"": 400, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""max_depth"": 20}"
satimage,multi,6430,36,HistGB,default,0,0.9896756953061688,0.9132462686567164,0.8693621158599854,14.462800168279392,3070,{}
satimage,multi,6430,36,HistGB,tuned,0,0.9897134827150534,0.9225746268656716,4.380469560623169,78.26790435990291,12363,"{""learning_rate"": 0.1, ""max_iter"": 600, ""max_leaf_nodes"": 31, ""l2_regularization"": 0.1, ""min_samples_leaf"": 20}"
satimage,multi,6430,36,XGBoost,default,0,0.9895923158677372,0.9155783582089552,0.8654384613037109,4.458004858956408,29016,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
satimage,multi,6430,36,XGBoost,tuned,0,0.9904674193061136,0.9160447761194028,0.8001518249511719,3.915558110422163,32906,"{""n_estimators"": 200, ""learning_rate"": 0.1, ""max_depth"": 8, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_lambda"": 10, ""min_child_weight"": 1}"
satimage,multi,6430,36,EBM,default,0,0.9872763705538324,0.9020522388059702,5.452106237411499,1.686166471509791,16788,{}
satimage,multi,6430,36,EBM,tuned,0,0.9874641726269432,0.9001865671641791,2.3111703395843506,1.6981763626212505,16440,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 10}"
satimage,multi,6430,36,RuleFit,default,0,0.9803819987501928,0.8824626865671642,31.03776264190674,150.22661258925254,883,"{""max_rules"": 60}"
satimage,multi,6430,36,RuleFit,tuned,0,0.980058396307638,0.8824626865671642,50.25503087043762,214.7954568934085,1174,"{""max_rules"": 120, ""tree_size"": 3}"
satimage,multi,6430,36,FIGS,default,0,0.9642538304562874,0.8661380597014925,2.061262607574463,7.106297051728661,120,"{""max_rules"": 20}"
satimage,multi,6430,36,FIGS,tuned,0,0.9640316694361488,0.8614738805970149,4.435781955718994,8.741532688710226,235,"{""max_rules"": 40}"
satimage,multi,6430,36,L1-GAM,default,0,0.9744058336421944,0.8652052238805971,5.49030613899231,4.77626697341008,437,{}
satimage,multi,6430,36,L1-GAM,tuned,0,0.9811284591105148,0.8801305970149254,5.441066265106201,3.8406074936710186,513,"{""C"": 0.3, ""n_bins"": 8}"
satimage,multi,6430,36,LogReg,default,1,0.974482909964394,0.8469435370975268,0.7671937942504883,0.1270527379066656,222,{}
satimage,multi,6430,36,LogReg,tuned,1,0.974482909964394,0.8469435370975268,0.6274919509887695,0.1323929580638634,222,"{""C"": 1}"
satimage,multi,6430,36,DecisionTree,default,1,0.9341362991020286,0.7942137190853943,0.0196814537048339,0.0461706534424397,31,"{""max_depth"": 4}"
satimage,multi,6430,36,DecisionTree,tuned,1,0.9561655508294896,0.837610825944937,0.0271806716918945,0.0469494355486977,81,"{""max_depth"": 6, ""min_samples_leaf"": 20, ""ccp_alpha"": 0.0}"
satimage,multi,6430,36,RandomForest,default,1,0.9897268902657554,0.9113392440503968,0.4788436889648437,20.04674145177431,207912,"{""n_estimators"": 300}"
satimage,multi,6430,36,RandomForest,tuned,1,0.9883135621208298,0.9066728884741018,0.6046981811523438,24.983218714170683,218380,"{""n_estimators"": 400, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""max_depth"": 12}"
satimage,multi,6430,36,HistGB,default,1,0.9903335161828958,0.918338777414839,0.8622357845306396,14.363968422409537,3039,{}
satimage,multi,6430,36,HistGB,tuned,1,0.9903608552026636,0.9150723285114326,4.450924634933472,80.59660519498895,11128,"{""learning_rate"": 0.03, ""max_iter"": 600, ""max_leaf_nodes"": 63, ""l2_regularization"": 1.0, ""min_samples_leaf"": 50}"
satimage,multi,6430,36,XGBoost,default,1,0.9901660878602262,0.9160055996266916,0.8806955814361572,4.483337331140815,29298,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
satimage,multi,6430,36,XGBoost,tuned,1,0.9907872981120766,0.9178721418572096,1.640033483505249,8.399721288925791,29009,"{""n_estimators"": 1000, ""learning_rate"": 0.3, ""max_depth"": 8, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_lambda"": 1, ""min_child_weight"": 1}"
satimage,multi,6430,36,EBM,default,1,0.9857226962841468,0.8898740083994401,4.764296770095825,1.690290934339729,16728,{}
satimage,multi,6430,36,EBM,tuned,1,0.9857872897028862,0.894540363975735,2.221329689025879,1.6939623356978026,16380,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 10}"
satimage,multi,6430,36,RuleFit,default,1,0.97921426613838,0.8847410172655157,31.90019154548645,148.61165169961976,861,"{""max_rules"": 60}"
satimage,multi,6430,36,RuleFit,tuned,1,0.9803420956197892,0.8866075594960336,54.26791524887085,208.95914334979395,1156,"{""max_rules"": 120, ""tree_size"": 3}"
satimage,multi,6430,36,FIGS,default,1,0.965824288607419,0.8609426038264115,1.9681458473205569,6.21356866207292,120,"{""max_rules"": 20}"
satimage,multi,6430,36,FIGS,tuned,1,0.960104015147257,0.8590760615958936,1.1468260288238523,5.426887480165711,72,"{""max_rules"": 12}"
satimage,multi,6430,36,L1-GAM,default,1,0.969385874267803,0.8623425104993,6.207332134246826,4.762252579767794,431,{}
satimage,multi,6430,36,L1-GAM,tuned,1,0.9774851043323805,0.8707419505366308,13.197057008743286,4.777939476479563,747,"{""C"": 0.3, ""n_bins"": 16}"
satimage,multi,6430,36,LogReg,default,2,0.9778180540590728,0.8618758749416705,0.7558832168579102,0.1305016300915225,222,{}
satimage,multi,6430,36,LogReg,tuned,2,0.9775924819071978,0.861409239384041,0.6665852069854736,0.128387792945965,222,"{""C"": 100}"
satimage,multi,6430,36,DecisionTree,default,2,0.9246505479981032,0.7736817545496967,0.0195162296295166,0.0446130892299237,31,"{""max_depth"": 4}"
satimage,multi,6430,36,DecisionTree,tuned,2,0.9604432740916988,0.8273448436770882,0.0260944366455078,0.0500645639737298,61,"{""max_depth"": 6, ""min_samples_leaf"": 50, ""ccp_alpha"": 0.0}"
satimage,multi,6430,36,RandomForest,default,2,0.9898554022084148,0.9099393373775082,0.4780974388122558,19.981323754848635,209042,"{""n_estimators"": 300}"
satimage,multi,6430,36,RandomForest,tuned,2,0.9891968215800976,0.9052729818012132,0.6808352470397949,15.15487727860786,112986,"{""n_estimators"": 200, ""max_features"": 0.6, ""min_samples_leaf"": 1, ""max_depth"": null}"
satimage,multi,6430,36,HistGB,default,2,0.99061094202532,0.91740550629958,0.8579275608062744,14.493246252048367,3082,{}
satimage,multi,6430,36,HistGB,tuned,2,0.9902248938682646,0.915538964069062,2.8404653072357178,67.9115797390851,8981,"{""learning_rate"": 0.1, ""max_iter"": 600, ""max_leaf_nodes"": 15, ""l2_regularization"": 0.1, ""min_samples_leaf"": 20}"
satimage,multi,6430,36,XGBoost,default,2,0.989795068642873,0.9150723285114326,0.8757429122924805,4.42704251031702,29700,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
satimage,multi,6430,36,XGBoost,tuned,2,0.9902994508413228,0.915538964069062,0.5853803157806396,3.074631755506664,18446,"{""n_estimators"": 200, ""learning_rate"": 0.3, ""max_depth"": 8, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_lambda"": 5, ""min_child_weight"": 1}"
satimage,multi,6430,36,EBM,default,2,0.987350321391472,0.8978068128791414,6.380490303039551,1.6916259893790284,16656,{}
satimage,multi,6430,36,EBM,tuned,2,0.9873077592030762,0.8982734484367709,7.924983024597168,1.6880658426075632,16326,"{""max_bins"": 512, ""learning_rate"": 0.01, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
satimage,multi,6430,36,RuleFit,default,2,0.9781714472679124,0.8856742883807747,31.154698133468628,139.89051590998264,826,"{""max_rules"": 60}"
satimage,multi,6430,36,RuleFit,tuned,2,0.9818488895296104,0.891740550629958,41.48358225822449,288.362543103409,1802,"{""max_rules"": 120, ""tree_size"": 4}"
satimage,multi,6430,36,FIGS,default,2,0.9635523417095392,0.8567428838077461,2.002706527709961,6.823800069619382,120,"{""max_rules"": 20}"
satimage,multi,6430,36,FIGS,tuned,2,0.9623950964483916,0.8576761549230051,2.0034067630767822,6.887215183986107,120,"{""max_rules"": 20}"
satimage,multi,6430,36,L1-GAM,default,2,0.9710439554057309,0.8646756882874475,6.633396863937378,4.731657568450515,413,{}
satimage,multi,6430,36,L1-GAM,tuned,2,0.9543436360392916,0.8240783947736817,2.9013919830322266,4.6947210456965625,197,"{""C"": 0.03, ""n_bins"": 16}"
shuttle,multi,57977,9,LogReg,default,0,0.9388399207098306,0.9670909655386526,1.2524240016937256,0.0853697903023291,50,{}
shuttle,multi,57977,9,LogReg,tuned,0,0.9403711211164132,0.9695229224878402,1.4344499111175537,0.0855795137756151,50,"{""C"": 10}"
shuttle,multi,57977,9,DecisionTree,default,0,0.9985804648719224,0.9979819931698232,0.0374612808227539,0.0169752646612723,23,"{""max_depth"": 4}"
shuttle,multi,57977,9,DecisionTree,tuned,0,0.999376258450811,0.999689537410742,0.0618689060211181,0.0186160424228633,33,"{""max_depth"": 8, ""min_samples_leaf"": 5, ""ccp_alpha"": 0.0001}"
shuttle,multi,57977,9,RandomForest,default,0,1.0,1.0,1.0002987384796145,2.761120555885186,25062,"{""n_estimators"": 300}"
shuttle,multi,57977,9,RandomForest,tuned,0,1.0,1.0,0.6452105045318604,2.216456359086367,16820,"{""n_estimators"": 200, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""max_depth"": null}"
shuttle,multi,57977,9,HistGB,default,0,0.8497180586000148,0.995653523750388,0.1803128719329834,1.9052637347545387,489,{}
shuttle,multi,57977,9,HistGB,tuned,0,1.0,0.9999482562351236,1.299015998840332,15.189136196019229,3156,"{""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 63, ""l2_regularization"": 1.0, ""min_samples_leaf"": 10}"
shuttle,multi,57977,9,XGBoost,default,0,1.0,1.0,0.5795145034790039,1.3400589742485836,4569,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
shuttle,multi,57977,9,XGBoost,tuned,0,1.0,1.0,1.3378410339355469,2.3243652544294986,7917,"{""n_estimators"": 500, ""learning_rate"": 0.03, ""max_depth"": 6, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_lambda"": 1, ""min_child_weight"": 10}"
shuttle,multi,57977,9,EBM,default,0,0.9999999904413766,0.9999482562351236,12.3265278339386,0.3983018857949418,3995,{}
shuttle,multi,57977,9,EBM,tuned,0,1.0,1.0,19.45734643936157,0.3990667596386911,3310,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 2}"
shuttle,multi,57977,9,RuleFit,default,0,0.9999897687932598,0.9995860498809892,61.53461885452271,13.126222092728062,551,"{""max_rules"": 60}"
shuttle,multi,57977,9,RuleFit,tuned,0,0.999986029408758,0.999223843526855,67.83342337608337,20.84391020623149,937,"{""max_rules"": 120, ""tree_size"": 4}"
shuttle,multi,57977,9,FIGS,default,0,0.9993360510761512,0.9986546621132154,0.2981102466583252,3.452677540708548,30,"{""max_rules"": 20}"
shuttle,multi,57977,9,FIGS,tuned,0,0.9964696777709134,0.9994308185863604,0.3163089752197265,3.500186075745292,30,"{""max_rules"": 12}"
shuttle,multi,57977,9,L1-GAM,default,0,0.9961676130534636,0.9972575804615544,1.9616270065307615,0.8201051372728226,29,{}
shuttle,multi,57977,9,L1-GAM,tuned,0,0.9998625636148468,0.9987064058780916,18.897159099578857,0.9746343270599576,88,"{""C"": 1.0, ""n_bins"": 32}"
shuttle,multi,57977,9,LogReg,default,1,0.941877901591225,0.9677636344820448,1.3630735874176023,0.0885033057267209,50,{}
shuttle,multi,57977,9,LogReg,tuned,1,0.948386627415512,0.9698851288419744,1.3030388355255127,0.0895642597680504,50,"{""C"": 10}"
shuttle,multi,57977,9,DecisionTree,default,1,0.9939932365750344,0.99844768705371,0.0372636318206787,0.016679184463692,21,"{""max_depth"": 4}"
shuttle,multi,57977,9,DecisionTree,tuned,1,0.9944562514764688,0.9996377936458656,0.0617692470550537,0.0168642345871797,27,"{""max_depth"": 8, ""min_samples_leaf"": 5, ""ccp_alpha"": 0.0001}"
shuttle,multi,57977,9,RandomForest,default,1,0.9999996166911082,0.999844768705371,0.9375386238098145,2.7548905350611,24046,"{""n_estimators"": 300}"
shuttle,multi,57977,9,RandomForest,tuned,1,0.9999996230646474,0.999844768705371,1.6136517524719238,3.8262690666804313,22808,"{""n_estimators"": 400, ""max_features"": 0.6, ""min_samples_leaf"": 1, ""max_depth"": 12}"
shuttle,multi,57977,9,HistGB,default,1,0.8460160061753965,0.9979302494049468,0.1309518814086914,1.3496198972954483,332,{}
shuttle,multi,57977,9,HistGB,tuned,1,0.9999923684283578,0.999844768705371,1.4148197174072266,16.575149284267255,3096,"{""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 31, ""l2_regularization"": 1.0, ""min_samples_leaf"": 50}"
shuttle,multi,57977,9,XGBoost,default,1,0.9999996294381864,0.999844768705371,0.5717105865478516,1.3088718601034552,4304,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
shuttle,multi,57977,9,XGBoost,tuned,1,0.9999959238200514,0.999844768705371,1.7752141952514648,3.907987201212603,11247,"{""n_estimators"": 1000, ""learning_rate"": 0.1, ""max_depth"": 6, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_lambda"": 5, ""min_child_weight"": 1}"
shuttle,multi,57977,9,EBM,default,1,0.9999987030336528,0.9997930249404948,11.508802652359009,0.3989433928896992,4045,{}
shuttle,multi,57977,9,EBM,tuned,1,0.999998517752746,0.999844768705371,18.21829056739807,0.4000290202808271,3295,"{""max_bins"": 128, ""learning_rate"": 0.005, ""max_rounds"": 2000, ""min_samples_leaf"": 10}"
shuttle,multi,57977,9,RuleFit,default,1,0.9999791738094505,0.9994308185863604,68.4014618396759,13.218093310702258,543,"{""max_rules"": 60}"
shuttle,multi,57977,9,RuleFit,tuned,1,0.9999956762444916,0.999379074821484,80.00464940071106,21.76167246200623,954,"{""max_rules"": 120, ""tree_size"": 4}"
shuttle,multi,57977,9,FIGS,default,1,0.9977613920775624,0.9995860498809892,0.3281154632568359,3.807110210562004,31,"{""max_rules"": 20}"
shuttle,multi,57977,9,FIGS,tuned,1,0.9848850310686406,0.998758149642968,0.331085205078125,3.7165836901518174,32,"{""max_rules"": 40}"
shuttle,multi,57977,9,L1-GAM,default,1,0.9924215513847454,0.9971023491669254,1.800127029418945,0.7838476497441311,27,{}
shuttle,multi,57977,9,L1-GAM,tuned,1,0.9998600894254636,0.9988098934078444,18.31125521659851,0.9627170991073494,83,"{""C"": 1.0, ""n_bins"": 32}"
shuttle,multi,57977,9,LogReg,default,2,0.9440694443051016,0.9654333764553686,1.212005615234375,0.0891000764952902,50,{}
shuttle,multi,57977,9,LogReg,tuned,2,0.9463757746706932,0.9667787839586028,1.3315489292144775,0.087730634721408,50,"{""C"": 100}"
shuttle,multi,57977,9,DecisionTree,default,2,0.9891307889826972,0.9979301423027168,0.0374417304992675,0.0170008176973843,23,"{""max_depth"": 4}"
shuttle,multi,57977,9,DecisionTree,tuned,2,0.989268500434646,0.9978783958602846,0.0373446941375732,0.0164826505396992,23,"{""max_depth"": 4, ""min_samples_leaf"": 5, ""ccp_alpha"": 0.0}"
shuttle,multi,57977,9,RandomForest,default,2,0.9999941489833616,0.999948253557568,0.9119300842285156,2.7626822250780743,22748,"{""n_estimators"": 300}"
shuttle,multi,57977,9,RandomForest,tuned,2,0.999996404466982,0.9997412677878396,1.0690619945526123,3.815536202927919,43462,"{""n_estimators"": 400, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""max_depth"": 20}"
shuttle,multi,57977,9,HistGB,default,2,0.9581939068162182,0.9980853816300128,0.1627540588378906,1.8610960453324608,459,{}
shuttle,multi,57977,9,HistGB,tuned,2,0.9875319686267904,0.9996895213454076,1.2610647678375244,12.00598239281816,6242,"{""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 63, ""l2_regularization"": 0.0, ""min_samples_leaf"": 10}"
shuttle,multi,57977,9,XGBoost,default,2,0.9999994328634813,0.9996895213454076,0.5652742385864258,1.3100499477608545,4069,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
shuttle,multi,57977,9,XGBoost,tuned,2,0.9999985569173606,0.9998965071151358,0.8210771083831787,1.7072867606929172,3824,"{""n_estimators"": 500, ""learning_rate"": 0.3, ""max_depth"": 4, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_lambda"": 1, ""min_child_weight"": 1}"
shuttle,multi,57977,9,EBM,default,2,1.0,0.9998447606727038,7.142850875854492,0.4017769442184468,4105,{}
shuttle,multi,57977,9,EBM,tuned,2,1.0,0.9998447606727038,9.699397563934326,0.3985322308262754,4000,"{""max_bins"": 512, ""learning_rate"": 0.01, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
shuttle,multi,57977,9,RuleFit,default,2,0.9999991953302272,0.9994307891332472,60.68397665023804,12.528492284777249,495,"{""max_rules"": 60}"
shuttle,multi,57977,9,RuleFit,tuned,2,0.999983058941532,0.9994307891332472,70.36952304840088,22.336644003647265,975,"{""max_rules"": 120, ""tree_size"": 4}"
shuttle,multi,57977,9,FIGS,default,2,0.9917609962755242,0.9991203104786546,0.2647650241851806,3.270683436621978,27,"{""max_rules"": 20}"
shuttle,multi,57977,9,FIGS,tuned,2,0.9918965566441514,0.99875808538163,0.230884313583374,3.318502862888351,23,"{""max_rules"": 40}"
shuttle,multi,57977,9,L1-GAM,default,2,0.9920594365684046,0.9978266494178524,1.9580116271972656,0.7877744647540528,27,{}
shuttle,multi,57977,9,L1-GAM,tuned,2,0.9998473060357898,0.998706338939198,19.790303468704224,0.9666284953483788,90,"{""C"": 1.0, ""n_bins"": 32}"
jannis,multi,50000,54,LogReg,default,0,0.8046037722143421,0.6452870942581148,1.5375406742095947,0.1021936958721763,220,{}
jannis,multi,50000,54,LogReg,tuned,0,0.8046037722143421,0.6452870942581148,1.4086968898773191,0.1028946324760028,220,"{""C"": 1}"
jannis,multi,50000,54,DecisionTree,default,0,0.7568604586275304,0.6178676426471471,0.8542101383209229,0.0426856086901699,31,"{""max_depth"": 4}"
jannis,multi,50000,54,DecisionTree,tuned,0,0.7946078864330385,0.6486470270594588,1.5276238918304443,0.0622832239400133,313,"{""max_depth"": 8, ""min_samples_leaf"": 50, ""ccp_alpha"": 0.0001}"
jannis,multi,50000,54,RandomForest,default,0,0.8503281521392376,0.6992860142797144,10.635544538497925,6.796781979704644,3086140,"{""n_estimators"": 300}"
jannis,multi,50000,54,RandomForest,tuned,0,0.8556089710880275,0.7004859902801944,28.22998714447021,7.310082146135397,1812012,"{""n_estimators"": 400, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""max_depth"": null}"
jannis,multi,50000,54,HistGB,default,0,0.8562613959008817,0.7025259494810103,0.8070187568664551,4.3221181474808,1643,{}
jannis,multi,50000,54,HistGB,tuned,0,0.8620360575741512,0.7136857262854743,3.728072643280029,15.79101451723407,9324,"{""learning_rate"": 0.03, ""max_iter"": 300, ""max_leaf_nodes"": 63, ""l2_regularization"": 1.0, ""min_samples_leaf"": 10}"
jannis,multi,50000,54,XGBoost,default,0,0.8616597819468683,0.7124257514849703,4.213358640670776,2.937110332805551,55502,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
jannis,multi,50000,54,XGBoost,tuned,0,0.8589308271248753,0.7075058498830024,3.0206778049468994,1.980718098955892,38649,"{""n_estimators"": 200, ""learning_rate"": 0.03, ""max_depth"": 6, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_lambda"": 10, ""min_child_weight"": 5}"
jannis,multi,50000,54,EBM,default,0,0.8417735807978751,0.6801463970720586,39.16734766960144,1.3929469945757331,217244,{}
jannis,multi,50000,54,EBM,tuned,0,0.8420440908572618,0.6818863622727546,16.259865522384644,2.356477337921503,27648,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
jannis,multi,50000,54,RuleFit,default,0,0.8132242094292595,0.6620867582648347,49.34955644607544,15.01316084975908,488,"{""max_rules"": 60}"
jannis,multi,50000,54,RuleFit,tuned,0,0.8171697305799197,0.6702465950680986,77.46529269218445,26.551149541889533,1022,"{""max_rules"": 120, ""tree_size"": 4}"
jannis,multi,50000,54,FIGS,default,0,0.7773040990880103,0.6467870642587148,10.27274250984192,6.547205634256456,80,"{""max_rules"": 20}"
jannis,multi,50000,54,FIGS,tuned,0,0.7837130738999227,0.6500869982600348,14.040524244308472,9.19797621198455,80,"{""max_rules"": 20}"
jannis,multi,50000,54,L1-GAM,default,0,0.8252079797031983,0.6694666106677867,20.55922842025757,10.686021707422295,1277,{}
jannis,multi,50000,54,L1-GAM,tuned,0,0.8300513217580376,0.6698266034679307,8.991333484649658,6.502517349555353,771,"{""C"": 0.1, ""n_bins"": 8}"
jannis,multi,50000,54,LogReg,default,1,0.8176914222951978,0.6428871422571548,1.611945390701294,0.1048257843436881,220,{}
jannis,multi,50000,54,LogReg,tuned,1,0.8178442140141603,0.6426471470570588,1.630476951599121,0.1021364765575782,220,"{""C"": 10}"
jannis,multi,50000,54,DecisionTree,default,1,0.77028007682195,0.6207475850482991,0.8555011749267578,0.0405541892213913,31,"{""max_depth"": 4}"
jannis,multi,50000,54,DecisionTree,tuned,1,0.7978728002798456,0.6366472670546589,1.2342522144317627,0.051397249337728,125,"{""max_depth"": 6, ""min_samples_leaf"": 5, ""ccp_alpha"": 0.0001}"
jannis,multi,50000,54,RandomForest,default,1,0.8558493384384522,0.6990460190796184,10.603459119796751,6.575100050123021,3089780,"{""n_estimators"": 300}"
jannis,multi,50000,54,RandomForest,tuned,1,0.8591302838254364,0.7022859542809143,59.027966022491455,7.668403798977244,1712930,"{""n_estimators"": 400, ""max_features"": 0.6, ""min_samples_leaf"": 5, ""max_depth"": null}"
jannis,multi,50000,54,HistGB,default,1,0.8660485375594883,0.7124257514849703,1.2249476909637451,6.424012449926782,2728,{}
jannis,multi,50000,54,HistGB,tuned,1,0.8677551406686558,0.7070858582828343,1.614549160003662,8.798456652632085,3100,"{""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 31, ""l2_regularization"": 1.0, ""min_samples_leaf"": 10}"
jannis,multi,50000,54,XGBoost,default,1,0.8721873026157414,0.7134457310853783,4.236896991729736,2.9324040441798584,55990,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
jannis,multi,50000,54,XGBoost,tuned,1,0.8742304171461295,0.7150656986860263,16.555070638656616,3.736049317709935,256618,"{""n_estimators"": 200, ""learning_rate"": 0.03, ""max_depth"": 10, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_lambda"": 10, ""min_child_weight"": 1}"
jannis,multi,50000,54,EBM,default,1,0.8478759984536897,0.6786464270714586,36.35737180709839,1.4121297697947408,217260,{}
jannis,multi,50000,54,EBM,tuned,1,0.8479117673171147,0.6782264354712906,15.187600135803224,2.3672488738945923,27648,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
jannis,multi,50000,54,RuleFit,default,1,0.8273132092688491,0.6652666946661067,47.80096411705017,15.637037341650627,491,"{""max_rules"": 60}"
jannis,multi,50000,54,RuleFit,tuned,1,0.8223726076232714,0.6556668866622668,50.145236015319824,16.032351281380137,535,"{""max_rules"": 60, ""tree_size"": 4}"
jannis,multi,50000,54,FIGS,default,1,0.7781199666475218,0.6432471350572988,13.907832384109495,9.18515908551458,80,"{""max_rules"": 20}"
jannis,multi,50000,54,FIGS,tuned,1,0.7898567932441627,0.6510469790604188,12.618773221969604,8.367108849534436,80,"{""max_rules"": 20}"
jannis,multi,50000,54,L1-GAM,default,1,0.8332126529219643,0.6665866682666347,23.016732454299927,10.69577760056127,1266,{}
jannis,multi,50000,54,L1-GAM,tuned,1,0.8359299245118182,0.6697666046679066,14.68237829208374,6.523416704212303,1178,"{""C"": 0.3, ""n_bins"": 8}"
jannis,multi,50000,54,LogReg,default,2,0.8128455847450812,0.6432857314292572,1.5792524814605713,0.1019852424345997,220,{}
jannis,multi,50000,54,LogReg,tuned,2,0.8130336807427938,0.6435857434297372,1.419929265975952,0.1005260623632953,220,"{""C"": 10}"
jannis,multi,50000,54,DecisionTree,default,2,0.7699179690903742,0.6155046201848073,0.8541316986083984,0.0413148239796779,31,"{""max_depth"": 4}"
jannis,multi,50000,54,DecisionTree,tuned,2,0.7857673732034997,0.625405016200648,1.2273709774017334,0.0460070893070097,51,"{""max_depth"": 6, ""min_samples_leaf"": 20, ""ccp_alpha"": 0.001}"
jannis,multi,50000,54,RandomForest,default,2,0.8581916846792311,0.6970478819152766,10.58977484703064,6.98136121703413,3089030,"{""n_estimators"": 300}"
jannis,multi,50000,54,RandomForest,tuned,2,0.8579991386689163,0.6917076683067322,11.446252584457396,3.332366723624023,294978,"{""n_estimators"": 200, ""max_features"": 0.3, ""min_samples_leaf"": 20, ""max_depth"": null}"
jannis,multi,50000,54,HistGB,default,2,0.8644809082000231,0.7037081483259331,1.1447415351867676,6.037715187196355,2511,{}
jannis,multi,50000,54,HistGB,tuned,2,0.8706485587650868,0.7092883715348614,3.833775758743286,16.644251928829597,9954,"{""learning_rate"": 0.03, ""max_iter"": 600, ""max_leaf_nodes"": 63, ""l2_regularization"": 1.0, ""min_samples_leaf"": 20}"
jannis,multi,50000,54,XGBoost,default,2,0.8682591970833206,0.703828153126125,4.247380971908569,2.9396756161994526,56376,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
jannis,multi,50000,54,XGBoost,tuned,2,0.8720811129079119,0.7113284531381255,13.07979965209961,6.484596236876819,252135,"{""n_estimators"": 500, ""learning_rate"": 0.1, ""max_depth"": 8, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_lambda"": 10, ""min_child_weight"": 1}"
jannis,multi,50000,54,EBM,default,2,0.8475091314611813,0.672206888275531,37.45644569396973,1.391714451537046,217188,{}
jannis,multi,50000,54,EBM,tuned,2,0.8474235589093049,0.6737069482779311,14.859997510910034,2.367619805500228,27648,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
jannis,multi,50000,54,RuleFit,default,2,0.8168214807544572,0.6543261730469219,48.93575429916382,14.83887423276472,484,"{""max_rules"": 60}"
