dataset,task,n,d_enc,model,track,fold,auc,acc,fit_s,lat_us,size,params
eeg-eye-state,bin,14980,14,RandomForest,default,1,0.9832742630729636,0.928299619467254,0.7855501174926758,10.638062232437912,635134,"{""n_estimators"": 300}"
eeg-eye-state,bin,14980,14,RandomForest,tuned,1,0.981498588021336,0.9276987782896056,2.069587469100952,12.709577313267872,657976,"{""n_estimators"": 400, ""max_features"": 0.6, ""min_samples_leaf"": 1, ""max_depth"": null}"
eeg-eye-state,bin,14980,14,HistGB,default,1,0.967929210381578,0.901862607650711,0.1726484298706054,2.464263491226584,3100,{}
eeg-eye-state,bin,14980,14,HistGB,tuned,1,0.9874316386995008,0.946525135189265,0.5305335521697998,8.626617364407828,9000,"{""learning_rate"": 0.3, ""max_iter"": 600, ""max_leaf_nodes"": 15, ""l2_regularization"": 1.0, ""min_samples_leaf"": 10}"
eeg-eye-state,bin,14980,14,XGBoost,default,1,0.9811411343046604,0.9266973763268576,0.1936397552490234,0.7536949434286127,11164,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
eeg-eye-state,bin,14980,14,XGBoost,tuned,1,0.9882190259747,0.9481273783296617,0.7348265647888184,3.279270162187023,33565,"{""n_estimators"": 1000, ""learning_rate"": 0.3, ""max_depth"": 10, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5, ""min_child_weight"": 1}"
eeg-eye-state,bin,14980,14,EBM,default,1,0.8560140108236564,0.776286801522131,7.484943151473999,0.409413358144762,4521,{}
eeg-eye-state,bin,14980,14,EBM,tuned,1,0.8564287836098918,0.7734828760264371,2.726393938064575,0.4745928815722871,3053,"{""max_bins"": 256, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 2}"
eeg-eye-state,bin,14980,14,GA2M,default,1,0.9232555220883534,0.8431804526336871,69.78980588912964,0.6497419599108675,45481,"{""interactions"": 10}"
eeg-eye-state,bin,14980,14,GA2M,tuned,1,0.9453375517574172,0.8674143801321851,32.71805429458618,0.8508673464872306,83681,"{""interactions"": 20, ""max_bins"": 128, ""learning_rate"": 0.05}"
eeg-eye-state,bin,14980,14,RuleFit,default,1,0.8181195388790303,0.7326256759463249,40.47677111625672,10.512143988277924,147,"{""max_rules"": 60}"
eeg-eye-state,bin,14980,14,RuleFit,tuned,1,0.804900075106628,0.7115962347286201,12.99615216255188,11.05516343180746,154,"{""max_rules"": 60, ""tree_size"": 4}"
eeg-eye-state,bin,14980,14,FIGS,default,1,0.8055655276143334,0.7332265171239736,0.7603785991668701,2.2955129888142225,20,"{""max_rules"": 20}"
eeg-eye-state,bin,14980,14,FIGS,tuned,1,0.8345924881697332,0.7654716603244542,1.8232553005218504,3.195467917780205,40,"{""max_rules"": 40}"
eeg-eye-state,bin,14980,14,L1-GAM,default,1,0.7912863501810862,0.7270178249549369,0.4755139350891113,1.4182873295563008,148,{}
eeg-eye-state,bin,14980,14,L1-GAM,tuned,1,0.8197312830131898,0.7456439014620468,1.9634053707122805,1.781191635819444,407,"{""C"": 1.0, ""n_bins"": 32}"
eeg-eye-state,bin,14980,14,LogReg,default,2,0.6047147245311998,0.5790106148608051,0.1419041156768798,0.0230157731077414,15,{}
eeg-eye-state,bin,14980,14,LogReg,tuned,2,0.6274479377458153,0.5994392149008612,0.1317939758300781,0.02339777764065,15,"{""C"": 100}"
eeg-eye-state,bin,14980,14,DecisionTree,default,2,0.7465860697311208,0.6875625876226718,0.0265727043151855,0.0209147481767443,31,"{""max_depth"": 4}"
eeg-eye-state,bin,14980,14,DecisionTree,tuned,2,0.8307137626734328,0.7628680152213099,0.0473756790161132,0.02540330143842,103,"{""max_depth"": 8, ""min_samples_leaf"": 50, ""ccp_alpha"": 0.001}"
eeg-eye-state,bin,14980,14,RandomForest,default,2,0.9813665190477672,0.9303024233927498,0.7610242366790771,10.722150980244413,634642,"{""n_estimators"": 300}"
eeg-eye-state,bin,14980,14,RandomForest,tuned,2,0.9720268347290972,0.909272982175045,0.5622260570526123,6.60285285019144,223400,"{""n_estimators"": 200, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""max_depth"": 20}"
eeg-eye-state,bin,14980,14,HistGB,default,2,0.9683109051191848,0.9052673743240536,0.1731131076812744,2.481262692941016,3100,{}
eeg-eye-state,bin,14980,14,HistGB,tuned,2,0.990227058103214,0.9541357901061486,1.679884672164917,20.313091037413315,37800,"{""learning_rate"": 0.1, ""max_iter"": 600, ""max_leaf_nodes"": 63, ""l2_regularization"": 1.0, ""min_samples_leaf"": 50}"
eeg-eye-state,bin,14980,14,XGBoost,default,2,0.9834364914438116,0.9331063488884438,0.1908977031707763,0.7685931202120468,11127,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
eeg-eye-state,bin,14980,14,XGBoost,tuned,2,0.9897986649440138,0.9505307430402564,0.8485450744628906,3.759354358919871,45071,"{""n_estimators"": 1000, ""learning_rate"": 0.1, ""max_depth"": 10, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 1, ""min_child_weight"": 1}"
eeg-eye-state,bin,14980,14,EBM,default,2,0.8592042588960493,0.7786901662327258,7.170216083526611,0.4080285917129684,4577,{}
eeg-eye-state,bin,14980,14,EBM,tuned,2,0.859168100048774,0.7780893250550771,2.5116400718688965,0.4230700201962435,4192,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 2}"
eeg-eye-state,bin,14980,14,GA2M,default,2,0.9188457641937258,0.8425796114560384,74.4304416179657,0.6726144813187682,45537,"{""interactions"": 10}"
eeg-eye-state,bin,14980,14,GA2M,tuned,2,0.9450552533129936,0.87442419387142,28.61998701095581,0.8578866797794256,83683,"{""interactions"": 20, ""max_bins"": 128, ""learning_rate"": 0.05}"
eeg-eye-state,bin,14980,14,RuleFit,default,2,0.8220786083610929,0.7324253955537753,100.35628247261047,10.329354819281171,140,"{""max_rules"": 60}"
eeg-eye-state,bin,14980,14,RuleFit,tuned,2,0.8540358948714756,0.7702783897456439,564.9034750461578,22.465734330919734,322,"{""max_rules"": 120, ""tree_size"": 4}"
eeg-eye-state,bin,14980,14,FIGS,default,2,0.8002926596567148,0.7394352092930102,0.7573344707489014,2.254638503793005,20,"{""max_rules"": 20}"
eeg-eye-state,bin,14980,14,FIGS,tuned,2,0.8358299963419569,0.7688764269977969,1.844905138015747,3.036219778123944,40,"{""max_rules"": 40}"
eeg-eye-state,bin,14980,14,L1-GAM,default,2,0.801406368367527,0.7328259563388744,0.4940023422241211,1.394650799082583,151,{}
eeg-eye-state,bin,14980,14,L1-GAM,tuned,2,0.8014068548094185,0.7328259563388744,0.5494606494903564,1.3866764544581165,150,"{""C"": 0.1, ""n_bins"": 16}"
nomao,bin,34465,174,LogReg,default,0,0.9885974852251912,0.9476890939159196,1.235466718673706,0.0609483303003994,175,{}
nomao,bin,34465,174,LogReg,tuned,0,0.9885974852251912,0.9476890939159196,1.115565299987793,0.0574827630003767,175,"{""C"": 1}"
nomao,bin,34465,174,DecisionTree,default,0,0.9549372694806464,0.9262773087300896,0.169405460357666,0.0922629474006046,31,"{""max_depth"": 4}"
nomao,bin,34465,174,DecisionTree,tuned,0,0.9605436701937016,0.9323700931325616,0.2059807777404785,0.0969943806006356,45,"{""max_depth"": 5, ""min_samples_leaf"": 50, ""ccp_alpha"": 0.0001}"
nomao,bin,34465,174,RandomForest,default,0,0.9945283848666812,0.9676212028897206,1.252368688583374,4.753616981131153,610940,"{""n_estimators"": 300}"
nomao,bin,34465,174,RandomForest,tuned,0,0.993941814210562,0.9678823222212553,5.889699697494507,6.550752273042931,551952,"{""n_estimators"": 400, ""max_features"": 0.3, ""min_samples_leaf"": 1, ""max_depth"": 20}"
nomao,bin,34465,174,HistGB,default,0,0.9952387147102542,0.9695360779876404,0.9486515522003174,3.1502836833206453,3100,{}
nomao,bin,34465,174,HistGB,tuned,0,0.9958251554257238,0.9715379928627382,1.7569513320922852,5.18938612923401,8505,"{""learning_rate"": 0.1, ""max_iter"": 600, ""max_leaf_nodes"": 63, ""l2_regularization"": 0.1, ""min_samples_leaf"": 10}"
nomao,bin,34465,174,XGBoost,default,0,0.9959216827655708,0.972930629297589,0.8268890380859375,0.8002140159052443,10171,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
nomao,bin,34465,174,XGBoost,tuned,0,0.9957353849996662,0.97145095308556,0.6287083625793457,0.5651987484037041,7972,"{""n_estimators"": 200, ""learning_rate"": 0.1, ""max_depth"": 6, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_lambda"": 5, ""min_child_weight"": 1}"
nomao,bin,34465,174,EBM,default,0,0.993865390545533,0.9649229697971972,71.7399799823761,1.3988233233091674,21880,{}
nomao,bin,34465,174,EBM,tuned,0,0.9937947399579452,0.9648359300200192,96.23173475265504,1.508808393309888,13632,"{""max_bins"": 512, ""learning_rate"": 0.01, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
nomao,bin,34465,174,GA2M,default,0,0.9940689147290104,0.9666637653407608,82.36220693588257,1.4976231192098148,31907,"{""interactions"": 10}"
nomao,bin,34465,174,GA2M,tuned,0,0.9936310889910048,0.9645748106884846,154.29800820350647,1.5896992995104184,15407,"{""interactions"": 10, ""max_bins"": 128, ""learning_rate"": 0.005}"
nomao,bin,34465,174,RuleFit,default,0,0.9804767886274754,0.9321089738010272,24.63399600982666,4.265760564027956,93,"{""max_rules"": 60}"
nomao,bin,34465,174,RuleFit,tuned,0,0.9863951025888856,0.9436852641657236,35.26698064804077,4.3838596269287295,119,"{""max_rules"": 120, ""tree_size"": 4}"
nomao,bin,34465,174,FIGS,default,0,0.9752591517756538,0.9408999912960224,1.2626636028289795,1.5935384010104434,20,"{""max_rules"": 20}"
nomao,bin,34465,174,FIGS,tuned,0,0.9721144024211432,0.927495865610584,0.8037054538726807,1.9632542514128664,12,"{""max_rules"": 12}"
nomao,bin,34465,174,L1-GAM,default,0,0.9770171373896646,0.9257550700670206,32.70531868934631,9.517340137562371,189,{}
nomao,bin,34465,174,L1-GAM,tuned,0,0.9889924305487646,0.951518844111759,51.08021545410156,11.803058163077353,542,"{""C"": 1.0, ""n_bins"": 32}"
nomao,bin,34465,174,LogReg,default,1,0.9877963396594972,0.949599582172702,1.085676193237305,0.058795250225864,175,{}
nomao,bin,34465,174,LogReg,tuned,1,0.9877963396594972,0.949599582172702,0.9825448989868164,0.0591273095282339,175,"{""C"": 1}"
nomao,bin,34465,174,DecisionTree,default,1,0.9571636332927262,0.9319289693593314,0.1694390773773193,0.0897390264654558,29,"{""max_depth"": 4}"
nomao,bin,34465,174,DecisionTree,tuned,1,0.9767890732805276,0.9363683844011144,0.2425048351287841,0.0944708715242263,89,"{""max_depth"": 6, ""min_samples_leaf"": 50, ""ccp_alpha"": 0.0}"
nomao,bin,34465,174,RandomForest,default,1,0.9936920025786596,0.9683147632311978,1.2472431659698486,4.749298925851381,596008,"{""n_estimators"": 300}"
nomao,bin,34465,174,RandomForest,tuned,1,0.9936810471001276,0.9680536211699164,1.6859102249145508,6.5272066918588285,795384,"{""n_estimators"": 400, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""max_depth"": null}"
nomao,bin,34465,174,HistGB,default,1,0.9941765318275034,0.9677054317548748,0.9242346286773682,3.159710291700443,3100,{}
nomao,bin,34465,174,HistGB,tuned,1,0.9945494637441809,0.9697945682451252,0.6153576374053955,2.1682849833560187,2108,"{""learning_rate"": 0.3, ""max_iter"": 300, ""max_leaf_nodes"": 31, ""l2_regularization"": 0.1, ""min_samples_leaf"": 20}"
nomao,bin,34465,174,XGBoost,default,1,0.9948281414082664,0.971100278551532,0.8433642387390137,0.7875824041021235,10420,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
nomao,bin,34465,174,XGBoost,tuned,1,0.9950819371380584,0.9729282729805014,4.613582611083984,3.96223536440921,78791,"{""n_estimators"": 1000, ""learning_rate"": 0.03, ""max_depth"": 10, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 1, ""min_child_weight"": 1}"
nomao,bin,34465,174,EBM,default,1,0.9920769979255524,0.9635271587743732,63.700289487838745,1.4032203506958518,21927,{}
nomao,bin,34465,174,EBM,tuned,1,0.9921950199959766,0.963266016713092,87.05741381645203,1.5029211562324036,13649,"{""max_bins"": 512, ""learning_rate"": 0.01, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
nomao,bin,34465,174,GA2M,default,1,0.9923406350174157,0.9642235376044568,77.22433543205261,1.5160374986760132,41842,"{""interactions"": 10}"
nomao,bin,34465,174,GA2M,tuned,1,0.9923628059349876,0.9639623955431756,190.01729083061215,1.6743052636680498,28455,"{""interactions"": 10, ""max_bins"": 256, ""learning_rate"": 0.005}"
nomao,bin,34465,174,RuleFit,default,1,0.9827713216173094,0.942983983286908,24.800329208374023,4.186956497288016,99,"{""max_rules"": 60}"
nomao,bin,34465,174,RuleFit,tuned,1,0.9854744095433432,0.9446378830083564,33.24631929397583,7.536376419173641,210,"{""max_rules"": 120, ""tree_size"": 3}"
nomao,bin,34465,174,FIGS,default,1,0.9747911467998102,0.943767409470752,1.4309847354888916,2.0072777291194317,20,"{""max_rules"": 20}"
nomao,bin,34465,174,FIGS,tuned,1,0.9741622466262416,0.9432451253481894,3.31652307510376,2.1968213296534294,40,"{""max_rules"": 40}"
nomao,bin,34465,174,L1-GAM,default,1,0.9774368391595,0.9286211699164344,15.88738250732422,9.10216055208594,184,{}
nomao,bin,34465,174,L1-GAM,tuned,1,0.986244821076053,0.950208913649025,50.66171360015869,11.68749126551211,541,"{""C"": 1.0, ""n_bins"": 32}"
nomao,bin,34465,174,LogReg,default,2,0.987485445461084,0.949599582172702,1.327242136001587,0.0638591545870045,175,{}
nomao,bin,34465,174,LogReg,tuned,2,0.9874372042183271,0.94925139275766,1.3909564018249512,0.0641912138893743,175,"{""C"": 10}"
nomao,bin,34465,174,DecisionTree,default,2,0.9531468349418268,0.9297527855153204,0.1768624782562255,0.1011120575716236,31,"{""max_depth"": 4}"
nomao,bin,34465,174,DecisionTree,tuned,2,0.9752296630388188,0.9415041782729804,0.2637586593627929,0.1064250064095414,109,"{""max_depth"": 6, ""min_samples_leaf"": 1, ""ccp_alpha"": 0.0}"
nomao,bin,34465,174,RandomForest,default,2,0.9937309595175756,0.9670090529247912,1.3017220497131348,4.77399583646514,597562,"{""n_estimators"": 300}"
nomao,bin,34465,174,RandomForest,tuned,2,0.9933183093490674,0.9659644846796658,6.202470302581787,6.553294100801261,536774,"{""n_estimators"": 400, ""max_features"": 0.3, ""min_samples_leaf"": 1, ""max_depth"": 20}"
nomao,bin,34465,174,HistGB,default,2,0.994314310896501,0.9677054317548748,0.9557368755340576,3.436668503583308,3100,{}
nomao,bin,34465,174,HistGB,tuned,2,0.9948529676367366,0.9692722841225628,0.6975300312042236,2.491586221625878,2263,"{""learning_rate"": 0.3, ""max_iter"": 100, ""max_leaf_nodes"": 31, ""l2_regularization"": 1.0, ""min_samples_leaf"": 20}"
nomao,bin,34465,174,XGBoost,default,2,0.9952589331064794,0.9717096100278552,0.8273179531097412,0.794431127213502,9811,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
nomao,bin,34465,174,XGBoost,tuned,2,0.9955118561117106,0.971883704735376,1.9619770050048828,2.039674264806891,28418,"{""n_estimators"": 500, ""learning_rate"": 0.3, ""max_depth"": 10, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_lambda"": 10, ""min_child_weight"": 1}"
nomao,bin,34465,174,EBM,default,2,0.9929359631482956,0.9630048746518106,65.0955274105072,1.403593917411018,21999,{}
nomao,bin,34465,174,EBM,tuned,2,0.9927890483243188,0.9635271587743732,25.396606922149655,1.511367914736437,8559,"{""max_bins"": 256, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 10}"
nomao,bin,34465,174,GA2M,default,2,0.9932706808703642,0.9643976323119776,74.16409587860107,1.4451635913264451,25477,"{""interactions"": 10}"
nomao,bin,34465,174,GA2M,tuned,2,0.99312918807983,0.9645717270194986,33.2982976436615,1.5877000468687097,12683,"{""interactions"": 5, ""max_bins"": 256, ""learning_rate"": 0.05}"
nomao,bin,34465,174,RuleFit,default,2,0.9810892842904716,0.9391538997214484,28.642516136169437,5.36414823160198,121,"{""max_rules"": 60}"
nomao,bin,34465,174,RuleFit,tuned,2,0.984344862569464,0.9422876044568244,36.61202144622803,4.812390193301655,119,"{""max_rules"": 120, ""tree_size"": 4}"
nomao,bin,34465,174,FIGS,default,2,0.9755368249470878,0.9369777158774372,1.509598731994629,1.930572030271992,20,"{""max_rules"": 20}"
nomao,bin,34465,174,FIGS,tuned,2,0.975367107872878,0.9388057103064068,2.60000228881836,1.9460127878321916,40,"{""max_rules"": 40}"
nomao,bin,34465,174,L1-GAM,default,2,0.9756441700680952,0.926183844011142,32.05258393287659,9.173200489086692,193,{}
nomao,bin,34465,174,L1-GAM,tuned,2,0.9865334329452482,0.9462047353760444,48.79099249839783,11.717210573074214,389,"{""C"": 0.3, ""n_bins"": 32}"
credit-default,bin,30000,23,LogReg,default,0,0.7178352180430597,0.809,0.7373044490814209,0.0211715698242187,24,{}
credit-default,bin,30000,23,LogReg,tuned,0,0.7178530968959526,0.8089,0.5966172218322754,0.0200986862182617,24,"{""C"": 100}"
credit-default,bin,30000,23,DecisionTree,default,0,0.7351905630306187,0.8192,0.0949239730834961,0.0208854675292968,31,"{""max_depth"": 4}"
credit-default,bin,30000,23,DecisionTree,tuned,0,0.7546631008803827,0.818,0.1378085613250732,0.0371932983398437,103,"{""max_depth"": 6, ""min_samples_leaf"": 5, ""ccp_alpha"": 0.0}"
credit-default,bin,30000,23,RandomForest,default,0,0.7633552709180256,0.8137,2.1258199214935303,6.559658050537109,1736332,"{""n_estimators"": 300}"
credit-default,bin,30000,23,RandomForest,tuned,0,0.7776160070530914,0.8184,2.089790344238281,7.402372360229492,335968,"{""n_estimators"": 400, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""max_depth"": 20}"
credit-default,bin,30000,23,HistGB,default,0,0.7768896786543213,0.8187,0.1595077514648437,1.1893987655639648,1922,{}
credit-default,bin,30000,23,HistGB,tuned,0,0.7793418968394832,0.819,0.3054530620574951,3.2626867294311523,2925,"{""learning_rate"": 0.03, ""max_iter"": 600, ""max_leaf_nodes"": 15, ""l2_regularization"": 0.0, ""min_samples_leaf"": 50}"
credit-default,bin,30000,23,XGBoost,default,0,0.7641489642803738,0.8133,0.3054013252258301,0.7252931594848633,12329,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
credit-default,bin,30000,23,XGBoost,tuned,0,0.7776467726116406,0.8192,0.2964496612548828,0.8050680160522461,6009,"{""n_estimators"": 500, ""learning_rate"": 0.03, ""max_depth"": 4, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5, ""min_child_weight"": 10}"
credit-default,bin,30000,23,EBM,default,0,0.7766150815322131,0.8157,2.789191722869873,0.30975341796875,12489,{}
credit-default,bin,30000,23,EBM,tuned,0,0.7770563641286126,0.8163,1.365046739578247,0.4955053329467773,1741,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
credit-default,bin,30000,23,GA2M,default,0,0.7798052377608804,0.8194,7.674837350845337,0.4831790924072266,26759,"{""interactions"": 10}"
credit-default,bin,30000,23,GA2M,tuned,0,0.7798035543623936,0.8201,10.618499279022217,0.8121013641357422,37761,"{""interactions"": 20, ""max_bins"": 128, ""learning_rate"": 0.01}"
credit-default,bin,30000,23,RuleFit,default,0,0.7738718385776421,0.8171,9.148072242736816,5.000495910644531,140,"{""max_rules"": 60}"
credit-default,bin,30000,23,RuleFit,tuned,0,0.7751700871001987,0.819,7.529339790344238,4.462933540344238,126,"{""max_rules"": 60, ""tree_size"": 4}"
credit-default,bin,30000,23,FIGS,default,0,0.7556855913163574,0.8141,1.005338430404663,2.1682262420654297,20,"{""max_rules"": 20}"
credit-default,bin,30000,23,FIGS,tuned,0,0.7391723519096935,0.816,0.510474681854248,1.7574787139892578,12,"{""max_rules"": 12}"
credit-default,bin,30000,23,L1-GAM,default,0,0.7688174636455585,0.8183,0.9886541366577148,1.6540050506591797,121,{}
credit-default,bin,30000,23,L1-GAM,tuned,0,0.7661933066218627,0.8185,2.683621644973755,1.6509771347045898,203,"{""C"": 1.0, ""n_bins"": 16}"
credit-default,bin,30000,23,LogReg,default,1,0.715950711485468,0.8085,0.1324093341827392,0.0205278396606445,24,{}
credit-default,bin,30000,23,LogReg,tuned,1,0.7159602313941512,0.8085,0.1323387622833252,0.0191688537597656,24,"{""C"": 100}"
credit-default,bin,30000,23,DecisionTree,default,1,0.7380421529946846,0.8158,0.0955047607421875,0.0203132629394531,31,"{""max_depth"": 4}"
credit-default,bin,30000,23,DecisionTree,tuned,1,0.7343973340540599,0.8158,0.117462158203125,0.0176668167114257,9,"{""max_depth"": 5, ""min_samples_leaf"": 20, ""ccp_alpha"": 0.001}"
credit-default,bin,30000,23,RandomForest,default,1,0.7613368761325209,0.8131,2.167430877685547,7.620072364807129,1723698,"{""n_estimators"": 300}"
credit-default,bin,30000,23,RandomForest,tuned,1,0.7779357076449975,0.8176,2.9861068725585938,7.394552230834961,345378,"{""n_estimators"": 400, ""max_features"": 0.3, ""min_samples_leaf"": 20, ""max_depth"": null}"
credit-default,bin,30000,23,HistGB,default,1,0.775778316387896,0.8185,0.123908519744873,0.9237051010131836,1364,{}
credit-default,bin,30000,23,HistGB,tuned,1,0.778374639288338,0.8184,0.2527124881744385,2.5644779205322266,2190,"{""learning_rate"": 0.03, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""l2_regularization"": 1.0, ""min_samples_leaf"": 10}"
credit-default,bin,30000,23,XGBoost,default,1,0.7619059518933473,0.8137,0.29927659034729,0.7217884063720703,12010,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
credit-default,bin,30000,23,XGBoost,tuned,1,0.7581666884927988,0.8078,0.7017693519592285,1.6163110733032229,13184,"{""n_estimators"": 1000, ""learning_rate"": 0.1, ""max_depth"": 4, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_lambda"": 1, ""min_child_weight"": 5}"
credit-default,bin,30000,23,EBM,default,1,0.7741693647481033,0.8172,2.342403650283813,0.3148078918457031,12483,{}
credit-default,bin,30000,23,EBM,tuned,1,0.7746510489081825,0.8169,1.4893579483032229,0.4856348037719727,1739,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
credit-default,bin,30000,23,GA2M,default,1,0.777320860859801,0.8168,6.851547479629517,0.5066156387329102,26625,"{""interactions"": 10}"
credit-default,bin,30000,23,GA2M,tuned,1,0.7780252760541325,0.8169,5.2917139530181885,0.7856607437133789,31029,"{""interactions"": 20, ""max_bins"": 128, ""learning_rate"": 0.05}"
credit-default,bin,30000,23,RuleFit,default,1,0.7712250427467119,0.8147,8.611000537872314,4.949378967285156,135,"{""max_rules"": 60}"
credit-default,bin,30000,23,RuleFit,tuned,1,0.7719336374131482,0.8166,8.319923400878906,4.855036735534668,129,"{""max_rules"": 60, ""tree_size"": 4}"
credit-default,bin,30000,23,FIGS,default,1,0.754231744530232,0.8094,1.0046002864837646,2.1350860595703125,20,"{""max_rules"": 20}"
credit-default,bin,30000,23,FIGS,tuned,1,0.7539441446060198,0.8153,0.5583045482635498,2.098608016967773,12,"{""max_rules"": 12}"
credit-default,bin,30000,23,L1-GAM,default,1,0.7660438904941158,0.8171,0.9887895584106444,1.6669273376464844,115,{}
credit-default,bin,30000,23,L1-GAM,tuned,1,0.7645427053815813,0.8153,1.8612616062164309,2.019524574279785,291,"{""C"": 0.3, ""n_bins"": 32}"
credit-default,bin,30000,23,LogReg,default,2,0.7342638231396008,0.8139,0.1324062347412109,0.0201225280761718,24,{}
credit-default,bin,30000,23,LogReg,tuned,2,0.7342559285811807,0.8138,0.1324634552001953,0.0218629837036132,24,"{""C"": 10}"
credit-default,bin,30000,23,DecisionTree,default,2,0.754925420803183,0.8275,0.0947272777557373,0.0211715698242187,31,"{""max_depth"": 4}"
credit-default,bin,30000,23,DecisionTree,tuned,2,0.7610291915229161,0.8269,0.1380929946899414,0.0327825546264648,115,"{""max_depth"": 6, ""min_samples_leaf"": 1, ""ccp_alpha"": 0.0}"
credit-default,bin,30000,23,RandomForest,default,2,0.7681962315557574,0.8225,2.110559701919556,6.72144889831543,1754822,"{""n_estimators"": 300}"
credit-default,bin,30000,23,RandomForest,tuned,2,0.7868136900466336,0.8271,1.347874402999878,3.319573402404785,196022,"{""n_estimators"": 200, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""max_depth"": 12}"
credit-default,bin,30000,23,HistGB,default,2,0.789272496705183,0.829,0.1380555629730224,0.9881258010864258,1457,{}
credit-default,bin,30000,23,HistGB,tuned,2,0.790362671369966,0.8281,0.2510576248168945,2.778911590576172,2295,"{""learning_rate"": 0.03, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""l2_regularization"": 1.0, ""min_samples_leaf"": 50}"
credit-default,bin,30000,23,XGBoost,default,2,0.7754689193556926,0.8236,0.3043687343597412,0.7393836975097656,12425,"{""n_estimators"": 300, ""learning_rate"": 0.1, ""max_depth"": 6}"
credit-default,bin,30000,23,XGBoost,tuned,2,0.7751458519668132,0.8197,0.4727077484130859,1.1686086654663086,13333,"{""n_estimators"": 500, ""learning_rate"": 0.1, ""max_depth"": 6, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_lambda"": 1, ""min_child_weight"": 10}"
credit-default,bin,30000,23,EBM,default,2,0.7865815261760338,0.8234,2.9492576122283936,0.308847427368164,12480,{}
credit-default,bin,30000,23,EBM,tuned,2,0.7872110591618209,0.8236,1.5837717056274414,0.4371166229248047,6346,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
credit-default,bin,30000,23,GA2M,default,2,0.7897604210493074,0.8259,9.461724996566772,0.5004405975341797,30541,"{""interactions"": 10}"
credit-default,bin,30000,23,GA2M,tuned,2,0.7902561528795169,0.8262,4.932610273361206,0.6697654724121094,19796,"{""interactions"": 10, ""max_bins"": 128, ""learning_rate"": 0.05}"
credit-default,bin,30000,23,RuleFit,default,2,0.7806025591372083,0.8157,8.457442045211792,4.5654296875,127,"{""max_rules"": 60}"
credit-default,bin,30000,23,RuleFit,tuned,2,0.7798072694487089,0.8129,11.809653759002686,4.515624046325684,117,"{""max_rules"": 60, ""tree_size"": 3}"
credit-default,bin,30000,23,FIGS,default,2,0.7714735181681653,0.826,0.8112213611602783,1.8138885498046875,20,"{""max_rules"": 20}"
credit-default,bin,30000,23,FIGS,tuned,2,0.7607643174782738,0.8224,0.9926815032958984,2.1654367446899414,20,"{""max_rules"": 20}"
credit-default,bin,30000,23,L1-GAM,default,2,0.7793846203321102,0.8233,1.0393903255462646,1.6980886459350586,115,{}
credit-default,bin,30000,23,L1-GAM,tuned,2,0.7783423354518613,0.8235,1.097484111785889,1.643657684326172,43,"{""C"": 0.03, ""n_bins"": 16}"
higgs,bin,98050,28,LogReg,default,0,0.6861336755628551,0.645637008934035,0.7733204364776611,0.0191630647197345,29,{}
higgs,bin,98050,28,LogReg,tuned,0,0.686143281533671,0.6457287969648757,0.6299993991851807,0.0187618585683887,29,"{""C"": 100}"
higgs,bin,98050,28,DecisionTree,default,0,0.7127124463568328,0.6611491861461265,0.6691560745239258,0.0340003976622317,31,"{""max_depth"": 4}"
